"groupID"	"featureID"	"exonBaseMean"	"dispersion"	"stat"	"pvalue"	"padj"	"genomicData.seqnames"	"genomicData.start"	"genomicData.end"	"genomicData.width"	"genomicData.strand"	"countData.SRR52"	"countData.SRR53"	"countData.SRR54"	"countData.SRR55"	"countData.SRR56"	"countData.SRR57"	"countData.SRR58"	"countData.SRR59"	"transcripts"
"ENSMUSG00000002107:E011"	"ENSMUSG00000002107"	"E011"	1.40776239853233	0.0308154523978866	0.172527751378524	0.677875016802527	0.817785267363514	"chr2"	6546780	6546858	79	"-"	2	0	2	2	1	0	2	2	c("ENSMUST00000150624", "ENSMUST00000142941", "ENSMUST00000183091", "ENSMUST00000170438")
"ENSMUSG00000002107:E012"	"ENSMUSG00000002107"	"E012"	0.709831406645049	0.0847938011314114	0.677911966643407	0.410306659432903	NA	"chr2"	6546859	6546871	13	"-"	1	0	0	3	1	0	1	0	c("ENSMUST00000150624", "ENSMUST00000142941", "ENSMUST00000183091", "ENSMUST00000183984", "ENSMUST00000170438")
"ENSMUSG00000002107:E013"	"ENSMUSG00000002107"	"E013"	15.6836624899085	0.0523054010818504	0.415880845558036	0.518999611455614	0.710841051993662	"chr2"	6546872	6547041	170	"-"	12	10	15	17	20	24	23	6	c("ENSMUST00000150624", "ENSMUST00000182355", "ENSMUST00000183984", "ENSMUST00000142941", "ENSMUST00000170438", "ENSMUST00000183091")
"ENSMUSG00000002107:E014"	"ENSMUSG00000002107"	"E014"	41.6851142312941	0.00989686051207088	0.163368720873223	0.686073766454314	0.820520498785419	"chr2"	6547042	6547213	172	"-"	45	26	29	59	43	35	50	52	c("ENSMUST00000182706", "ENSMUST00000100429", "ENSMUST00000114927", "ENSMUST00000150624", "ENSMUST00000182355", "ENSMUST00000183984", "ENSMUST00000114924", "ENSMUST00000114934", "ENSMUST00000142941", "ENSMUST00000182851", "ENSMUST00000170438", "ENSMUST00000183209", "ENSMUST00000183091", "ENSMUST00000182879", "ENSMUST00000002176")
"ENSMUSG00000002107:E015"	"ENSMUSG00000002107"	"E015"	23.2260500635981	0.0375683429047301	0.0737786352781313	0.785912505592856	0.872068689361057	"chr2"	6549832	6549975	144	"-"	35	24	9	27	16	18	34	27	c("ENSMUST00000182706", "ENSMUST00000100429", "ENSMUST00000150624", "ENSMUST00000182355", "ENSMUST00000182851", "ENSMUST00000142941", "ENSMUST00000114927", "ENSMUST00000114924", "ENSMUST00000114934", "ENSMUST00000183984", "ENSMUST00000002176")
"ENSMUSG00000002107:E016"	"ENSMUSG00000002107"	"E016"	54.7809410821704	0.0184577485982323	5.43593691347567	0.0197265056044804	0.0714785767598913	"chr2"	6553785	6553888	104	"-"	47	47	31	49	64	88	81	45	c("ENSMUST00000182706", "ENSMUST00000100429", "ENSMUST00000114927", "ENSMUST00000150624", "ENSMUST00000182355", "ENSMUST00000183984", "ENSMUST00000114924", "ENSMUST00000114934", "ENSMUST00000142941", "ENSMUST00000182851", "ENSMUST00000170438", "ENSMUST00000183209", "ENSMUST00000183091", "ENSMUST00000182879", "ENSMUST00000002176")
"ENSMUSG00000002107:E017"	"ENSMUSG00000002107"	"E017"	58.9473102113456	0.0113052959494252	34.0978465926625	5.2409232774445e-09	1.27940185890557e-07	"chr2"	6553889	6553964	76	"-"	42	35	28	38	85	100	103	63	c("ENSMUST00000182706", "ENSMUST00000100429", "ENSMUST00000150624", "ENSMUST00000182404", "ENSMUST00000182355", "ENSMUST00000183984", "ENSMUST00000114924", "ENSMUST00000114927", "ENSMUST00000142941", "ENSMUST00000182851", "ENSMUST00000170438", "ENSMUST00000114934", "ENSMUST00000183091", "ENSMUST00000183209", "ENSMUST00000182879", "ENSMUST00000002176")
"ENSMUSG00000002107:E018"	"ENSMUSG00000002107"	"E018"	3.43336289363393	0.0137424723894212	0.0243996643858537	0.875872287552103	0.929634269396733	"chr2"	6553965	6553982	18	"-"	3	4	2	4	2	5	4	4	ENSMUST00000142941
"ENSMUSG00000002107:E019"	"ENSMUSG00000002107"	"E019"	0.647278911011603	0.251495395148779	0.25392990252405	0.614321405446927	NA	"chr2"	6554280	6554320	41	"-"	2	0	1	0	0	0	2	0	ENSMUST00000183984
"ENSMUSG00000002107:E020"	"ENSMUSG00000002107"	"E020"	2.53904263106041	0.148854140526544	2.51472184691713	0.11278753280117	0.248972479321732	"chr2"	6560659	6560670	12	"-"	1	1	2	1	3	5	0	8	c("ENSMUST00000150624", "ENSMUST00000182404", "ENSMUST00000182355", "ENSMUST00000183984", "ENSMUST00000114927", "ENSMUST00000182879")
"ENSMUSG00000002107:E021"	"ENSMUSG00000002107"	"E021"	32.561551003739	0.00331586177441839	0.137270783338209	0.711009440366753	0.822292842106184	"chr2"	6560671	6560790	120	"-"	31	31	21	41	30	40	40	31	c("ENSMUST00000182706", "ENSMUST00000100429", "ENSMUST00000150624", "ENSMUST00000182404", "ENSMUST00000182355", "ENSMUST00000183984", "ENSMUST00000114924", "ENSMUST00000114927", "ENSMUST00000142941", "ENSMUST00000182851", "ENSMUST00000170438", "ENSMUST00000114934", "ENSMUST00000183091", "ENSMUST00000183209", "ENSMUST00000182879", "ENSMUST00000002176")
"ENSMUSG00000002107:E022"	"ENSMUSG00000002107"	"E022"	1.87590494260431	0.031140818755549	1.3987920714541	0.236925921951836	0.420189135085522	"chr2"	6585779	6585973	195	"-"	1	3	3	2	1	0	3	1	ENSMUST00000183269
"ENSMUSG00000002107:E023"	"ENSMUSG00000002107"	"E023"	69.2011811377754	0.00206655898480134	1.72948110970455	0.188477178201858	0.360451746330742	"chr2"	6585974	6586108	135	"-"	73	68	54	89	65	72	74	61	c("ENSMUST00000182706", "ENSMUST00000100429", "ENSMUST00000150624", "ENSMUST00000182404", "ENSMUST00000182355", "ENSMUST00000182851", "ENSMUST00000142941", "ENSMUST00000114927", "ENSMUST00000114924", "ENSMUST00000170438", "ENSMUST00000183209", "ENSMUST00000114934", "ENSMUST00000183091", "ENSMUST00000183269", "ENSMUST00000183984", "ENSMUST00000182879", "ENSMUST00000002176")
"ENSMUSG00000002107:E024"	"ENSMUSG00000002107"	"E024"	0.789146222964678	0.0537214174674133	0.0117381341418934	0.913723876039176	0.947988521390646	"chr2"	6592494	6592800	307	"-"	0	2	1	0	0	1	1	1	ENSMUST00000182355
"ENSMUSG00000002107:E025"	"ENSMUSG00000002107"	"E025"	41.9925108337033	0.00344196039502404	0.972132825451439	0.324148833834936	0.525475648599603	"chr2"	6600034	6600097	64	"-"	45	41	33	53	42	44	35	44	c("ENSMUST00000182706", "ENSMUST00000100429", "ENSMUST00000150624", "ENSMUST00000182404", "ENSMUST00000183984", "ENSMUST00000114924", "ENSMUST00000114927", "ENSMUST00000142941", "ENSMUST00000182851", "ENSMUST00000170438", "ENSMUST00000114934", "ENSMUST00000183091", "ENSMUST00000183269", "ENSMUST00000183209", "ENSMUST00000182879", "ENSMUST00000002176")
"ENSMUSG00000002107:E026"	"ENSMUSG00000002107"	"E026"	76.8174966775566	0.00251914082411082	4.0706831009463	0.0436336255034338	0.124027086191267	"chr2"	6604024	6604170	147	"-"	69	64	61	76	72	103	97	81	c("ENSMUST00000182706", "ENSMUST00000100429", "ENSMUST00000150624", "ENSMUST00000182404", "ENSMUST00000183984", "ENSMUST00000114924", "ENSMUST00000114927", "ENSMUST00000142941", "ENSMUST00000182851", "ENSMUST00000170438", "ENSMUST00000114934", "ENSMUST00000183091", "ENSMUST00000183269", "ENSMUST00000183209", "ENSMUST00000182879", "ENSMUST00000002176")
"ENSMUSG00000002107:E027"	"ENSMUSG00000002107"	"E027"	18.3569815203843	0.0139671239112072	4.13028433235166	0.0421222728848267	0.120556849980711	"chr2"	6604171	6604182	12	"-"	16	17	10	14	15	26	21	32	c("ENSMUST00000182706", "ENSMUST00000100429", "ENSMUST00000150624", "ENSMUST00000182404", "ENSMUST00000182851", "ENSMUST00000142941", "ENSMUST00000183209", "ENSMUST00000114927", "ENSMUST00000114924", "ENSMUST00000170438", "ENSMUST00000148321", "ENSMUST00000114934", "ENSMUST00000183091", "ENSMUST00000183269", "ENSMUST00000183984", "ENSMUST00000182879", "ENSMUST00000002176")
"ENSMUSG00000002107:E028"	"ENSMUSG00000002107"	"E028"	2.78933559501097	0.0442383028481276	2.3996073920797	0.121365706193677	0.260838767400558	"chr2"	6604183	6607764	3582	"-"	6	1	5	2	2	1	2	2	ENSMUST00000183269
"ENSMUSG00000002107:E029"	"ENSMUSG00000002107"	"E029"	0.11608910062987	0.18826142007413	0.957580383522426	0.327797252219659	NA	"chr2"	6607765	6607881	117	"-"	0	0	0	0	0	0	0	1	c("ENSMUST00000183269", "ENSMUST00000138347")
"ENSMUSG00000002107:E030"	"ENSMUSG00000002107"	"E030"	29.0518661405337	0.0269048794627686	4.78941648911515	0.0286351257142182	0.0914121320876964	"chr2"	6607882	6607961	80	"-"	31	26	16	15	36	33	36	45	c("ENSMUST00000182706", "ENSMUST00000100429", "ENSMUST00000150624", "ENSMUST00000182404", "ENSMUST00000138347", "ENSMUST00000182851", "ENSMUST00000142941", "ENSMUST00000183209", "ENSMUST00000114927", "ENSMUST00000114924", "ENSMUST00000170438", "ENSMUST00000148321", "ENSMUST00000114934", "ENSMUST00000183091", "ENSMUST00000183269", "ENSMUST00000183984", "ENSMUST00000182879", "ENSMUST00000002176")
"ENSMUSG00000002107:E031"	"ENSMUSG00000002107"	"E031"	17.420093345208	0.0166104507828573	3.09107159413281	0.0787229493742887	0.196725900463914	"chr2"	6615688	6615728	41	"-"	19	15	11	10	19	19	20	29	c("ENSMUST00000182706", "ENSMUST00000100429", "ENSMUST00000150624", "ENSMUST00000182404", "ENSMUST00000138347", "ENSMUST00000182851", "ENSMUST00000142941", "ENSMUST00000183209", "ENSMUST00000114927", "ENSMUST00000114924", "ENSMUST00000170438", "ENSMUST00000148321", "ENSMUST00000114934", "ENSMUST00000183091", "ENSMUST00000183269", "ENSMUST00000183984", "ENSMUST00000182879", "ENSMUST00000002176")
"ENSMUSG00000002107:E032"	"ENSMUSG00000002107"	"E032"	11.1701911008528	0.0234016484986743	2.92963861870555	0.0869669574654579	0.207439498877617	"chr2"	6615729	6615822	94	"-"	9	8	10	6	12	10	14	21	c("ENSMUST00000182706", "ENSMUST00000100429", "ENSMUST00000150624", "ENSMUST00000138347", "ENSMUST00000137733", "ENSMUST00000182851", "ENSMUST00000142941", "ENSMUST00000183209", "ENSMUST00000183984", "ENSMUST00000114927", "ENSMUST00000114924", "ENSMUST00000170438", "ENSMUST00000148321", "ENSMUST00000114934", "ENSMUST00000183091", "ENSMUST00000183269", "ENSMUST00000182404", "ENSMUST00000182879", "ENSMUST00000002176")
"ENSMUSG00000002107:E033"	"ENSMUSG00000002107"	"E033"	0.35370778245678	0.282471131123375	0.286074941277406	0.592746849702617	NA	"chr2"	6616003	6616180	178	"-"	2	0	0	0	0	1	0	0	ENSMUST00000148321
"ENSMUSG00000002107:E034"	"ENSMUSG00000002107"	"E034"	1.65532938100691	0.117410051189446	0.677192553310761	0.410555137791547	0.59993092318131	"chr2"	6620239	6623527	3289	"-"	4	2	1	1	3	0	0	2	ENSMUST00000182560
"ENSMUSG00000002107:E035"	"ENSMUSG00000002107"	"E035"	0.357872901956195	0.0869688539908715	0.255137860919348	0.613480362300841	NA	"chr2"	6623528	6624670	1143	"-"	1	0	0	0	1	0	0	1	c("ENSMUST00000182560", "ENSMUST00000126742")
"ENSMUSG00000002107:E036"	"ENSMUSG00000002107"	"E036"	0.907922496160056	0.115670373337435	0.889204271843539	0.345693033786758	0.541543897672433	"chr2"	6624671	6624703	33	"-"	0	0	2	0	1	2	0	2	c("ENSMUST00000182560", "ENSMUST00000114934", "ENSMUST00000182706", "ENSMUST00000100429", "ENSMUST00000150624", "ENSMUST00000138347", "ENSMUST00000137733", "ENSMUST00000182851", "ENSMUST00000142941", "ENSMUST00000182404", "ENSMUST00000114927", "ENSMUST00000114924", "ENSMUST00000170438", "ENSMUST00000183209", "ENSMUST00000183984", "ENSMUST00000183091", "ENSMUST00000183269", "ENSMUST00000126742", "ENSMUST00000182879", "ENSMUST00000002176")
"ENSMUSG00000002107:E037"	"ENSMUSG00000002107"	"E037"	0.965566498154089	0.37577514842171	0.116370649769379	0.733004644142962	0.840323003644555	"chr2"	6624704	6624719	16	"-"	0	0	3	0	1	2	0	1	c("ENSMUST00000182560", "ENSMUST00000114934", "ENSMUST00000182706", "ENSMUST00000100429", "ENSMUST00000150624", "ENSMUST00000138347", "ENSMUST00000137733", "ENSMUST00000182851", "ENSMUST00000142941", "ENSMUST00000182404", "ENSMUST00000123142", "ENSMUST00000114927", "ENSMUST00000114924", "ENSMUST00000170438", "ENSMUST00000183209", "ENSMUST00000183984", "ENSMUST00000183091", "ENSMUST00000183269", "ENSMUST00000126742", "ENSMUST00000182879", "ENSMUST00000002176")
"ENSMUSG00000002107:E038"	"ENSMUSG00000002107"	"E038"	3.40234369927678	0.0817616194441513	2.11798955381596	0.145577531112223	0.297864274075364	"chr2"	6660293	6664002	3710	"-"	3	2	3	10	3	0	2	4	ENSMUST00000182523
"ENSMUSG00000002107:E039"	"ENSMUSG00000002107"	"E039"	0.124184255317475	0.187236078707341	1.10686526817493	0.292764386142641	NA	"chr2"	6664003	6664114	112	"-"	1	0	0	0	0	0	0	0	c("ENSMUST00000114923", "ENSMUST00000182523")
"ENSMUSG00000002107:E040"	"ENSMUSG00000002107"	"E040"	16.6484559564416	0.0115023759530896	7.09128581944739	0.00774596524750958	0.0345653287926503	"chr2"	6664115	6664197	83	"-"	25	12	15	30	9	19	10	13	c("ENSMUST00000150624", "ENSMUST00000114927", "ENSMUST00000114924", "ENSMUST00000114923", "ENSMUST00000002176", "ENSMUST00000183984", "ENSMUST00000142941", "ENSMUST00000182706", "ENSMUST00000138347", "ENSMUST00000182851", "ENSMUST00000123142", "ENSMUST00000114934", "ENSMUST00000126742", "ENSMUST00000182879", "ENSMUST00000182560", "ENSMUST00000100429", "ENSMUST00000182404", "ENSMUST00000137733", "ENSMUST00000182523", "ENSMUST00000170438", "ENSMUST00000183209", "ENSMUST00000183091", "ENSMUST00000183269"
)
"ENSMUSG00000002107:E041"	"ENSMUSG00000002107"	"E041"	17.6087321337731	0.0614736682925139	4.95671237536538	0.0259895735914012	0.0856005796859641	"chr2"	6721417	6721455	39	"-"	29	11	15	36	9	7	11	22	c("ENSMUST00000150624", "ENSMUST00000114927", "ENSMUST00000114924", "ENSMUST00000114923", "ENSMUST00000002176", "ENSMUST00000183984", "ENSMUST00000142941", "ENSMUST00000182706", "ENSMUST00000138347", "ENSMUST00000182851", "ENSMUST00000123142", "ENSMUST00000114934", "ENSMUST00000126742", "ENSMUST00000182879", "ENSMUST00000182560", "ENSMUST00000100429", "ENSMUST00000137733", "ENSMUST00000182523", "ENSMUST00000170438", "ENSMUST00000183209", "ENSMUST00000183091", "ENSMUST00000183269")
"ENSMUSG00000002107:E042"	"ENSMUSG00000002107"	"E042"	76.4297242960897	0.00415575808949079	5.32666505615589	0.0210015337585284	0.0744926197417887	"chr2"	6721456	6721613	158	"-"	87	57	77	106	61	75	68	77	c("ENSMUST00000182657", "ENSMUST00000150624", "ENSMUST00000114927", "ENSMUST00000114924", "ENSMUST00000114923", "ENSMUST00000002176", "ENSMUST00000183984", "ENSMUST00000142941", "ENSMUST00000182706", "ENSMUST00000138347", "ENSMUST00000182851", "ENSMUST00000123142", "ENSMUST00000114934", "ENSMUST00000126742", "ENSMUST00000182879", "ENSMUST00000182560", "ENSMUST00000100429", "ENSMUST00000137733", "ENSMUST00000182523", "ENSMUST00000170438", "ENSMUST00000183209", "ENSMUST00000183091", "ENSMUST00000183269"
)
"ENSMUSG00000002107:E043"	"ENSMUSG00000002107"	"E043"	0.489372563205691	0.0663656150019335	0.00540723964439849	0.941381240676351	NA	"chr2"	6721614	6721615	2	"-"	0	1	0	1	1	0	1	0	c("ENSMUST00000183269", "ENSMUST00000126742", "ENSMUST00000182879", "ENSMUST00000100429")
"ENSMUSG00000002107:E044"	"ENSMUSG00000002107"	"E044"	0.605461663835561	0.0529355217934843	0.124256215131268	0.724463355551763	NA	"chr2"	6721616	6721778	163	"-"	0	1	0	1	1	0	1	1	ENSMUST00000126742
"ENSMUSG00000002107:E045"	"ENSMUSG00000002107"	"E045"	0	NA	NA	NA	NA	"chr2"	6721779	6721928	150	"-"	0	0	0	0	0	0	0	0	c("ENSMUST00000114927", "ENSMUST00000126742")
"ENSMUSG00000002107:E046"	"ENSMUSG00000002107"	"E046"	0.118486318814117	0.183778983277586	1.09482569883882	0.295404457993085	NA	"chr2"	6721929	6722036	108	"-"	0	0	0	1	0	0	0	0	ENSMUST00000126742
"ENSMUSG00000002107:E047"	"ENSMUSG00000002107"	"E047"	0	NA	NA	NA	NA	"chr2"	6722037	6722209	173	"-"	0	0	0	0	0	0	0	0	c("ENSMUST00000182657", "ENSMUST00000126742")
"ENSMUSG00000002107:E048"	"ENSMUSG00000002107"	"E048"	0	NA	NA	NA	NA	"chr2"	6722210	6722216	7	"-"	0	0	0	0	0	0	0	0	ENSMUST00000126742
"ENSMUSG00000002107:E049"	"ENSMUSG00000002107"	"E049"	3.23826383795085	0.015841742913662	4.63058511996906e-05	0.994570564906473	0.994570564906473	"chr2"	6871867	6871972	106	"-"	4	3	1	5	2	6	3	3	ENSMUST00000123142
"ENSMUSG00000002107:E050"	"ENSMUSG00000002107"	"E050"	5.96250916431738	0.086415863188965	0.000551696653616318	0.981260832003393	0.983631027249778	"chr2"	6872356	6872597	242	"-"	6	5	6	5	2	9	13	2	ENSMUST00000183984
"ENSMUSG00000002107:E051"	"ENSMUSG00000002107"	"E051"	0.479443478325442	0.0755036251250834	1.10625172693861	0.292898193661681	NA	"chr2"	6884367	6884628	262	"-"	2	0	0	1	0	0	1	0	ENSMUST00000138347
"ENSMUSG00000002107:E052"	"ENSMUSG00000002107"	"E052"	0.488164254754156	0.173299391128178	3.75091969515553	0.0527784638530651	NA	"chr2"	6884852	6884892	41	"-"	0	1	2	0	0	0	0	0	c("ENSMUST00000182560", "ENSMUST00000182851", "ENSMUST00000182523", "ENSMUST00000114934", "ENSMUST00000114924", "ENSMUST00000170438", "ENSMUST00000183091")
"ENSMUSG00000002107:E053"	"ENSMUSG00000002107"	"E053"	0.554704508077599	0.0665412283750316	1.15729206304474	0.28202785146087	NA	"chr2"	6884893	6884946	54	"-"	1	1	1	0	0	0	0	1	c("ENSMUST00000114934", "ENSMUST00000114924", "ENSMUST00000183091", "ENSMUST00000182851", "ENSMUST00000170438")
"ENSMUSG00000002107:E054"	"ENSMUSG00000002107"	"E054"	0.380971405453696	0.0866547795290979	0.401200112089057	0.526470119040159	NA	"chr2"	6884947	6884947	1	"-"	1	1	0	0	0	0	0	1	c("ENSMUST00000114934", "ENSMUST00000114924", "ENSMUST00000182851", "ENSMUST00000170438")
"ENSMUSG00000002107:E055"	"ENSMUSG00000002107"	"E055"	0.729645919153037	0.043850896541908	0.00814343086122449	0.928095735717517	0.953365669115766	"chr2"	6884948	6884996	49	"-"	1	1	0	1	1	0	1	1	c("ENSMUST00000114934", "ENSMUST00000114924", "ENSMUST00000170438")
"ENSMUSG00000002107:E056"	"ENSMUSG00000002107"	"E056"	23.1701962532896	0.0483248257859018	5.56431534152006	0.0183301769752034	0.0685317427451299	"chr2"	6962379	6962414	36	"-"	23	21	26	44	12	11	14	30	c("ENSMUST00000182706", "ENSMUST00000182404", "ENSMUST00000137733", "ENSMUST00000114923", "ENSMUST00000183209", "ENSMUST00000002176")
"ENSMUSG00000002107:E057"	"ENSMUSG00000002107"	"E057"	2.85442124275413	0.0193101694088853	6.41436154184417	0.0113201021416092	0.0465132909778994	"chr2"	7077265	7078956	1692	"-"	3	4	5	4	2	0	2	1	ENSMUST00000182749
"ENSMUSG00000002107:E058"	"ENSMUSG00000002107"	"E058"	1.18186676965377	0.237668280273628	0.307010777117824	0.57952031095035	0.744579328862797	"chr2"	7081039	7081106	68	"-"	3	0	0	3	0	0	3	1	ENSMUST00000182749
"ENSMUSG00000002107:E059"	"ENSMUSG00000002107"	"E059"	76.4440715681446	0.00632160484052955	2.06512922772305	0.150702153268066	0.30359899808858	"chr2"	7081107	7081207	101	"-"	75	67	63	114	49	80	93	74	c("ENSMUST00000182749", "ENSMUST00000183209", "ENSMUST00000182706", "ENSMUST00000114923")
"ENSMUSG00000002107:E060"	"ENSMUSG00000002107"	"E060"	33.4711154204664	0.00321233082617673	0.136949311718979	0.711332844135229	0.822292842106184	"chr2"	7081208	7081242	35	"-"	35	26	22	45	33	41	37	34	c("ENSMUST00000182749", "ENSMUST00000183209", "ENSMUST00000182706")
"ENSMUSG00000002107:E061"	"ENSMUSG00000002107"	"E061"	7.48647548780635	0.0151752622836888	4.63410707751524	0.0313424500464658	0.0970680355916663	"chr2"	7081243	7081302	60	"-"	8	5	2	6	13	13	7	9	c("ENSMUST00000182749", "ENSMUST00000183209")
"ENSMUSG00000002107:E062"	"ENSMUSG00000002107"	"E062"	0.217927920698205	0.10913832566595	2.20223367490809	0.137810916125034	NA	"chr2"	7081303	7081313	11	"-"	0	0	0	0	0	1	1	0	ENSMUST00000182749
"ENSMUSG00000002107:E063"	"ENSMUSG00000002107"	"E063"	0	NA	NA	NA	NA	"chr2"	7185472	7185510	39	"-"	0	0	0	0	0	0	0	0	c("ENSMUST00000182404", "ENSMUST00000137733", "ENSMUST00000002176")
"ENSMUSG00000002107:E064"	"ENSMUSG00000002107"	"E064"	0	NA	NA	NA	NA	"chr2"	7394076	7394392	317	"-"	0	0	0	0	0	0	0	0	ENSMUST00000182037
"ENSMUSG00000002107:E065"	"ENSMUSG00000002107"	"E065"	0	NA	NA	NA	NA	"chr2"	7395858	7395893	36	"-"	0	0	0	0	0	0	0	0	c("ENSMUST00000182404", "ENSMUST00000137733", "ENSMUST00000182037", "ENSMUST00000002176")
"ENSMUSG00000002107:E066"	"ENSMUSG00000002107"	"E066"	0	NA	NA	NA	NA	"chr2"	7395894	7395922	29	"-"	0	0	0	0	0	0	0	0	c("ENSMUST00000137733", "ENSMUST00000182037", "ENSMUST00000002176")
"ENSMUSG00000002107:E067"	"ENSMUSG00000002107"	"E067"	0	NA	NA	NA	NA	"chr2"	7395923	7396000	78	"-"	0	0	0	0	0	0	0	0	ENSMUST00000002176
"ENSMUSG00000002107:E068"	"ENSMUSG00000002107"	"E068"	0	NA	NA	NA	NA	"chr2"	7396132	7396198	67	"-"	0	0	0	0	0	0	0	0	ENSMUST00000137733
"ENSMUSG00000002107:E069"	"ENSMUSG00000002107"	"E069"	0	NA	NA	NA	NA	"chr2"	7430271	7430403	133	"-"	0	0	0	0	0	0	0	0	ENSMUST00000182037
"ENSMUSG00000002107:E070"	"ENSMUSG00000002107"	"E070"	0	NA	NA	NA	NA	"chr2"	7509310	7509563	254	"-"	0	0	0	0	0	0	0	0	ENSMUST00000182037
"ENSMUSG00000005506:E001"	"ENSMUSG00000005506"	"E001"	0	NA	NA	NA	NA	"chr2"	90940382	90940396	15	"+"	0	0	0	0	0	0	0	0	ENSMUST00000150546
"ENSMUSG00000005506:E002"	"ENSMUSG00000005506"	"E002"	0	NA	NA	NA	NA	"chr2"	90940397	90940457	61	"+"	0	0	0	0	0	0	0	0	c("ENSMUST00000005643", "ENSMUST00000068726", "ENSMUST00000111451", "ENSMUST00000150546", "ENSMUST00000177642")
"ENSMUSG00000005506:E003"	"ENSMUSG00000005506"	"E003"	2.18533289943623	0.0268118729415427	10.0469817753823	0.00152597751461859	0.00943200430588788	"chr2"	90940458	90940536	79	"+"	2	0	0	1	5	4	1	6	c("ENSMUST00000005643", "ENSMUST00000150546", "ENSMUST00000111451", "ENSMUST00000127580", "ENSMUST00000068726", "ENSMUST00000177642")
