"groupID"	"featureID"	"exonBaseMean"	"dispersion"	"stat"	"pvalue"	"padj"	"genomicData.seqnames"	"genomicData.start"	"genomicData.end"	"genomicData.width"	"genomicData.strand"	"countData.SRR52"	"countData.SRR53"	"countData.SRR54"	"countData.SRR55"	"countData.SRR56"	"countData.SRR57"	"countData.SRR58"	"countData.SRR59"	"transcripts"
"ENSMUSG00000041058:E016"	"ENSMUSG00000041058"	"E016"	12.7959980850168	0.0107002332133676	0.43970594003288	0.507264419728398	0.69938449896108	"chr4"	19639952	19640038	87	"-"	18	11	14	14	10	4	12	17	c("ENSMUST00000035982", "ENSMUSTTV074089", "ENSMUST00000108246")
"ENSMUSG00000041058:E017"	"ENSMUSG00000041058"	"E017"	10.8521150108383	0.0181136501004668	0.205723331816955	0.650140265105552	0.803000625055964	"chr4"	19640039	19640080	42	"-"	13	11	13	10	10	3	9	15	c("ENSMUST00000035982", "ENSMUSTTV074089", "ENSMUSTTV074090", "ENSMUST00000108246")
"ENSMUSG00000041058:E018"	"ENSMUSG00000041058"	"E018"	6.27602045389544	0.010629484984331	7.39722688162898	0.00653245041412466	0.0301284464068337	"chr4"	19640195	19640279	85	"-"	12	8	5	11	5	2	2	4	c("ENSMUST00000035982", "ENSMUSTTV074089", "ENSMUSTTV074090", "ENSMUST00000108246")
"ENSMUSG00000041058:E019"	"ENSMUSG00000041058"	"E019"	6.40656400555278	0.0535002531263731	0.515576823127205	0.472734606544048	0.658338462133489	"chr4"	19640361	19640415	55	"-"	8	4	10	7	3	3	3	11	c("ENSMUST00000035982", "ENSMUSTTV074089", "ENSMUSTTV074090", "ENSMUST00000108246")
"ENSMUSG00000041058:E020"	"ENSMUSG00000041058"	"E020"	23.6654057909568	0.0250393279203669	0.018415806404704	0.892054613182716	0.939600671245754	"chr4"	19641734	19641908	175	"-"	35	15	22	27	29	12	17	31	c("ENSMUST00000035982", "ENSMUSTTV074089", "ENSMUSTTV074090", "ENSMUST00000108246")
"ENSMUSG00000041058:E021"	"ENSMUSG00000041058"	"E021"	21.2087633189831	0.0199508885069166	2.92768845230717	0.0870720800000771	0.207439498877617	"chr4"	19643366	19643461	96	"-"	19	20	19	17	23	12	28	31	c("ENSMUST00000035982", "ENSMUSTTV074089", "ENSMUSTTV074090", "ENSMUST00000108246")
"ENSMUSG00000041058:E022"	"ENSMUSG00000041058"	"E022"	126.723347785775	0.0203424310216261	4.8419517724642	0.0277754415788975	0.0893551027538177	"chr4"	19650116	19650440	325	"-"	129	96	101	164	132	153	127	123	c("ENSMUST00000035982", "ENSMUSTTV074090", "ENSMUST00000108246")
"ENSMUSG00000041058:E023"	"ENSMUSG00000041058"	"E023"	97.3374594946169	0.00848730732509347	24.1166914536689	9.06709622081542e-07	1.56785205484933e-05	"chr4"	19659563	19659747	185	"-"	149	89	109	147	62	57	82	64	c("ENSMUST00000035982", "ENSMUSTTV074089", "ENSMUSTTV074090", "ENSMUST00000108246")
"ENSMUSG00000041058:E024"	"ENSMUSG00000041058"	"E024"	8.47522161529718	0.25193958446167	0.311260728611074	0.576907580416038	0.744579328862797	"chr4"	19661966	19662032	67	"-"	18	13	5	4	6	7	0	14	c("ENSMUST00000035982", "ENSMUSTTV074089", "ENSMUSTTV074090", "ENSMUST00000108246")
"ENSMUSG00000041058:E025"	"ENSMUSG00000041058"	"E025"	7.05464022161943	0.0333462330075642	4.63453960905116	0.0313345504637488	0.0970680355916663	"chr4"	19662122	19662259	138	"-"	7	8	3	3	6	9	7	15	c("ENSMUST00000035982", "ENSMUSTTV074089", "ENSMUSTTV074090", "ENSMUST00000108246")
"ENSMUSG00000041058:E026"	"ENSMUSG00000041058"	"E026"	2.6554974626663	0.0180036109117944	2.39229802028362	0.121934267170381	0.260838767400558	"chr4"	19672419	19672527	109	"-"	1	3	1	3	3	3	5	3	c("ENSMUST00000035982", "ENSMUSTTV074089", "ENSMUSTTV074090", "ENSMUST00000108246")
"ENSMUSG00000041058:E027"	"ENSMUSG00000041058"	"E027"	1.13493177493805	0.0356530067128194	14.1184344960084	0.000171653286523168	0.00158302475349144	"chr4"	19672528	19672543	16	"-"	0	0	0	0	4	2	3	1	c("ENSMUST00000035982", "ENSMUSTTV074089", "ENSMUST00000108246")
"ENSMUSG00000041058:E028"	"ENSMUSG00000041058"	"E028"	1.5032970497661	0.130968905261827	3.54517241488622	0.0597189604254463	0.158867747285642	"chr4"	19673156	19673294	139	"-"	2	0	0	1	5	2	3	0	c("ENSMUST00000035982", "ENSMUSTTV074089", "ENSMUSTTV074090", "ENSMUST00000108246")
"ENSMUSG00000041058:E029"	"ENSMUSG00000041058"	"E029"	1.10904351243058	0.0904974946021931	0.216011722201927	0.642095734966463	0.797813562907431	"chr4"	19678345	19678435	91	"-"	1	2	0	1	3	0	0	2	c("ENSMUST00000035982", "ENSMUSTTV074089", "ENSMUSTTV074090", "ENSMUST00000108246")
"ENSMUSG00000041058:E030"	"ENSMUSG00000041058"	"E030"	0.234575419443987	0.119580143870421	0.00952171570483529	0.922266378872909	NA	"chr4"	19678436	19678448	13	"-"	0	0	0	1	0	0	0	1	ENSMUST00000035982
"ENSMUSG00000041058:E031"	"ENSMUSG00000041058"	"E031"	2.22588945652852	0.167207927833907	0.14598078475737	0.702406240336122	0.822292842106184	"chr4"	19687791	19687886	96	"-"	2	2	1	3	4	0	0	6	c("ENSMUSTTV074089", "ENSMUSTTV074090", "ENSMUST00000108246")
"ENSMUSG00000041058:E032"	"ENSMUSG00000041058"	"E032"	4.3061322251102	0.0136779351222823	16.0192304595748	6.2702354806301e-05	0.000743470778417569	"chr4"	19708839	19708993	155	"-"	3	0	3	1	6	5	8	10	c("ENSMUSTTV074089", "ENSMUSTTV074090", "ENSMUST00000108246")
"ENSMUSG00000041058:E033"	"ENSMUSG00000041058"	"E033"	0.637609944147847	0.0576737564206953	2.20417855530917	0.13763719392702	NA	"chr4"	19708994	19709004	11	"-"	0	0	1	0	2	0	1	1	c("ENSMUSTTV074090", "ENSMUSTTV074089")
