"groupID"	"featureID"	"exonBaseMean"	"dispersion"	"stat"	"pvalue"	"padj"	"genomicData.seqnames"	"genomicData.start"	"genomicData.end"	"genomicData.width"	"genomicData.strand"	"countData.SRR33"	"countData.SRR34"	"countData.SRR35"	"countData.SRR36"	"countData.SRR37"	"countData.SRR38"	"countData.SRR39"	"countData.SRR52"	"countData.SRR53"	"countData.SRR54"	"countData.SRR55"	"transcripts"
"ENSMUSG00000002107:E026"	"ENSMUSG00000002107"	"E026"	90.0052625616038	0.00388248541214828	0.198281224007076	0.656111783948667	0.793710674700049	"chr2"	6604024	6604170	147	"-"	104	87	96	82	81	101	96	69	64	61	76	c("ENSMUST00000182706", "ENSMUST00000100429", "ENSMUST00000150624", "ENSMUST00000182404", "ENSMUST00000183984", "ENSMUST00000114924", "ENSMUST00000114927", "ENSMUST00000142941", "ENSMUST00000182851", "ENSMUST00000170438", "ENSMUST00000114934", "ENSMUST00000183091", "ENSMUST00000183269", "ENSMUST00000183209", "ENSMUST00000182879", "ENSMUST00000002176")
"ENSMUSG00000002107:E027"	"ENSMUSG00000002107"	"E027"	20.9230337013301	0.00642893359429847	1.41916005292509	0.233541703709379	0.402853184946765	"chr2"	6604171	6604182	12	"-"	34	25	19	23	25	24	23	16	17	10	14	c("ENSMUST00000182706", "ENSMUST00000100429", "ENSMUST00000150624", "ENSMUST00000182404", "ENSMUST00000182851", "ENSMUST00000142941", "ENSMUST00000183209", "ENSMUST00000114927", "ENSMUST00000114924", "ENSMUST00000170438", "ENSMUST00000148321", "ENSMUST00000114934", "ENSMUST00000183091", "ENSMUST00000183269", "ENSMUST00000183984", "ENSMUST00000182879", "ENSMUST00000002176")
"ENSMUSG00000002107:E028"	"ENSMUSG00000002107"	"E028"	4.41342634584248	0.0180201895488438	0.524685339887242	0.468849863697387	0.646548062766368	"chr2"	6604183	6607764	3582	"-"	5	5	3	3	3	5	3	6	1	5	2	ENSMUST00000183269
"ENSMUSG00000002107:E029"	"ENSMUSG00000002107"	"E029"	0	NA	NA	NA	NA	"chr2"	6607765	6607881	117	"-"	0	0	0	0	0	0	0	0	0	0	0	c("ENSMUST00000183269", "ENSMUST00000138347")
"ENSMUSG00000002107:E030"	"ENSMUSG00000002107"	"E030"	31.6609650052741	0.0187757744004524	0.782616296460105	0.376342175814292	0.554547816698318	"chr2"	6607882	6607961	80	"-"	45	39	33	32	33	31	41	31	26	16	15	c("ENSMUST00000182706", "ENSMUST00000100429", "ENSMUST00000150624", "ENSMUST00000182404", "ENSMUST00000138347", "ENSMUST00000182851", "ENSMUST00000142941", "ENSMUST00000183209", "ENSMUST00000114927", "ENSMUST00000114924", "ENSMUST00000170438", "ENSMUST00000148321", "ENSMUST00000114934", "ENSMUST00000183091", "ENSMUST00000183269", "ENSMUST00000183984", "ENSMUST00000182879", "ENSMUST00000002176")
"ENSMUSG00000002107:E031"	"ENSMUSG00000002107"	"E031"	20.6047051297753	0.0129047782446477	1.46603262245276	0.225972701196513	0.396894349361521	"chr2"	6615688	6615728	41	"-"	21	22	25	21	29	20	33	19	15	11	10	c("ENSMUST00000182706", "ENSMUST00000100429", "ENSMUST00000150624", "ENSMUST00000182404", "ENSMUST00000138347", "ENSMUST00000182851", "ENSMUST00000142941", "ENSMUST00000183209", "ENSMUST00000114927", "ENSMUST00000114924", "ENSMUST00000170438", "ENSMUST00000148321", "ENSMUST00000114934", "ENSMUST00000183091", "ENSMUST00000183269", "ENSMUST00000183984", "ENSMUST00000182879", "ENSMUST00000002176")
"ENSMUSG00000002107:E032"	"ENSMUSG00000002107"	"E032"	15.0787542417562	0.00843442700255796	7.90761414747448	0.00492271513349108	0.0184797163344546	"chr2"	6615729	6615822	94	"-"	16	16	17	20	26	25	25	9	8	10	6	c("ENSMUST00000182706", "ENSMUST00000100429", "ENSMUST00000150624", "ENSMUST00000138347", "ENSMUST00000137733", "ENSMUST00000182851", "ENSMUST00000142941", "ENSMUST00000183209", "ENSMUST00000183984", "ENSMUST00000114927", "ENSMUST00000114924", "ENSMUST00000170438", "ENSMUST00000148321", "ENSMUST00000114934", "ENSMUST00000183091", "ENSMUST00000183269", "ENSMUST00000182404", "ENSMUST00000182879", "ENSMUST00000002176")
"ENSMUSG00000002107:E033"	"ENSMUSG00000002107"	"E033"	0.382406161533879	0.224335146712259	1.53537208388224	0.215307977854129	0.384304428396239	"chr2"	6616003	6616180	178	"-"	1	0	0	0	0	0	0	2	0	0	0	ENSMUST00000148321
"ENSMUSG00000002107:E034"	"ENSMUSG00000002107"	"E034"	2.82822936876223	0.0496457326633135	0.210242037803226	0.646577763396777	0.786198668603279	"chr2"	6620239	6623527	3289	"-"	8	1	6	1	2	4	3	4	2	1	1	ENSMUST00000182560
"ENSMUSG00000002107:E035"	"ENSMUSG00000002107"	"E035"	1.01692699988596	0.0409601361861743	4.73524311619767	0.0295506714394441	0.0827069088216394	"chr2"	6623528	6624670	1143	"-"	5	2	2	2	1	3	0	1	0	0	0	c("ENSMUST00000182560", "ENSMUST00000126742")
"ENSMUSG00000002107:E036"	"ENSMUSG00000002107"	"E036"	2.24049998459356	0.0188702622252346	9.53875090171189	0.00201178610022419	0.00842101615403579	"chr2"	6624671	6624703	33	"-"	4	4	2	5	3	6	6	0	0	2	0	c("ENSMUST00000182560", "ENSMUST00000114934", "ENSMUST00000182706", "ENSMUST00000100429", "ENSMUST00000150624", "ENSMUST00000138347", "ENSMUST00000137733", "ENSMUST00000182851", "ENSMUST00000142941", "ENSMUST00000182404", "ENSMUST00000114927", "ENSMUST00000114924", "ENSMUST00000170438", "ENSMUST00000183209", "ENSMUST00000183984", "ENSMUST00000183091", "ENSMUST00000183269", "ENSMUST00000126742", "ENSMUST00000182879", "ENSMUST00000002176")
"ENSMUSG00000002107:E037"	"ENSMUSG00000002107"	"E037"	1.72994478070573	0.0678679557349234	1.41546591583963	0.234151135110267	0.402853184946765	"chr2"	6624704	6624719	16	"-"	2	1	2	3	5	1	2	0	0	3	0	c("ENSMUST00000182560", "ENSMUST00000114934", "ENSMUST00000182706", "ENSMUST00000100429", "ENSMUST00000150624", "ENSMUST00000138347", "ENSMUST00000137733", "ENSMUST00000182851", "ENSMUST00000142941", "ENSMUST00000182404", "ENSMUST00000123142", "ENSMUST00000114927", "ENSMUST00000114924", "ENSMUST00000170438", "ENSMUST00000183209", "ENSMUST00000183984", "ENSMUST00000183091", "ENSMUST00000183269", "ENSMUST00000126742", "ENSMUST00000182879", "ENSMUST00000002176")
"ENSMUSG00000002107:E038"	"ENSMUSG00000002107"	"E038"	4.2445981519562	0.0308743610746206	7.04405880607368	0.00795286041811822	0.0274576859691235	"chr2"	6660293	6664002	3710	"-"	2	2	1	2	2	2	5	3	2	3	10	ENSMUST00000182523
"ENSMUSG00000002107:E039"	"ENSMUSG00000002107"	"E039"	0.213075161088686	0.184698640163819	0.377640125991888	0.538868914695397	NA	"chr2"	6664003	6664114	112	"-"	1	0	0	0	0	0	0	1	0	0	0	c("ENSMUST00000114923", "ENSMUST00000182523")
"ENSMUSG00000002107:E040"	"ENSMUSG00000002107"	"E040"	34.5668430215581	0.0554886726031341	3.88146641173492	0.0488218975863956	0.12488539285595	"chr2"	6664115	6664197	83	"-"	47	33	66	55	21	34	76	25	12	15	30	c("ENSMUST00000150624", "ENSMUST00000114927", "ENSMUST00000114924", "ENSMUST00000114923", "ENSMUST00000002176", "ENSMUST00000183984", "ENSMUST00000142941", "ENSMUST00000182706", "ENSMUST00000138347", "ENSMUST00000182851", "ENSMUST00000123142", "ENSMUST00000114934", "ENSMUST00000126742", "ENSMUST00000182879", "ENSMUST00000182560", "ENSMUST00000100429", "ENSMUST00000182404", "ENSMUST00000137733", "ENSMUST00000182523", "ENSMUST00000170438", "ENSMUST00000183209", "ENSMUST00000183091", "ENSMUST00000183269"
)
"ENSMUSG00000002107:E041"	"ENSMUSG00000002107"	"E041"	37.5009045378085	0.0724713393433653	3.00000264310901	0.083264380825197	0.187543105382468	"chr2"	6721417	6721455	39	"-"	49	43	72	52	25	28	86	29	11	15	36	c("ENSMUST00000150624", "ENSMUST00000114927", "ENSMUST00000114924", "ENSMUST00000114923", "ENSMUST00000002176", "ENSMUST00000183984", "ENSMUST00000142941", "ENSMUST00000182706", "ENSMUST00000138347", "ENSMUST00000182851", "ENSMUST00000123142", "ENSMUST00000114934", "ENSMUST00000126742", "ENSMUST00000182879", "ENSMUST00000182560", "ENSMUST00000100429", "ENSMUST00000137733", "ENSMUST00000182523", "ENSMUST00000170438", "ENSMUST00000183209", "ENSMUST00000183091", "ENSMUST00000183269")
"ENSMUSG00000002107:E042"	"ENSMUSG00000002107"	"E042"	111.454446142539	0.00255126935814565	0.2253948312663	0.634959717983266	0.780012200830595	"chr2"	6721456	6721613	158	"-"	140	83	107	102	128	147	138	87	57	77	106	c("ENSMUST00000182657", "ENSMUST00000150624", "ENSMUST00000114927", "ENSMUST00000114924", "ENSMUST00000114923", "ENSMUST00000002176", "ENSMUST00000183984", "ENSMUST00000142941", "ENSMUST00000182706", "ENSMUST00000138347", "ENSMUST00000182851", "ENSMUST00000123142", "ENSMUST00000114934", "ENSMUST00000126742", "ENSMUST00000182879", "ENSMUST00000182560", "ENSMUST00000100429", "ENSMUST00000137733", "ENSMUST00000182523", "ENSMUST00000170438", "ENSMUST00000183209", "ENSMUST00000183091", "ENSMUST00000183269"
)
"ENSMUSG00000002107:E043"	"ENSMUSG00000002107"	"E043"	0.427334213784063	0.132283290383714	1.70192400425802	0.192036551429578	0.352327746939952	"chr2"	6721614	6721615	2	"-"	0	0	0	1	0	0	0	0	1	0	1	c("ENSMUST00000183269", "ENSMUST00000126742", "ENSMUST00000182879", "ENSMUST00000100429")
"ENSMUSG00000002107:E044"	"ENSMUSG00000002107"	"E044"	0.534589595285433	0.0838186957422931	0.272587028981178	0.601601627286495	0.75627383318965	"chr2"	6721616	6721778	163	"-"	0	0	1	0	1	1	0	0	1	0	1	ENSMUST00000126742
"ENSMUSG00000002107:E045"	"ENSMUSG00000002107"	"E045"	0.295684879431381	0.077260582864817	2.95882646631071	0.0854099097769146	NA	"chr2"	6721779	6721928	150	"-"	1	1	1	0	1	1	0	0	0	0	0	c("ENSMUST00000114927", "ENSMUST00000126742")
"ENSMUSG00000002107:E046"	"ENSMUSG00000002107"	"E046"	0.302299186346154	0.123615228460532	0.0216790046663107	0.882944232042995	NA	"chr2"	6721929	6722036	108	"-"	2	0	0	0	0	0	1	0	0	0	1	ENSMUST00000126742
"ENSMUSG00000002107:E047"	"ENSMUSG00000002107"	"E047"	0.159711452460943	0.123319711863976	1.64018389525629	0.200300238839459	NA	"chr2"	6722037	6722209	173	"-"	1	0	0	1	0	0	1	0	0	0	0	c("ENSMUST00000182657", "ENSMUST00000126742")
"ENSMUSG00000002107:E048"	"ENSMUSG00000002107"	"E048"	0.0437441606434939	0.287753154103565	0.34180322492	0.558790211086066	NA	"chr2"	6722210	6722216	7	"-"	1	0	0	0	0	0	0	0	0	0	0	ENSMUST00000126742
"ENSMUSG00000002107:E049"	"ENSMUSG00000002107"	"E049"	3.51279365097552	0.0203277199796317	1.53693071714019	0.2150752405523	0.384304428396239	"chr2"	6871867	6871972	106	"-"	1	3	4	0	4	4	4	4	3	1	5	ENSMUST00000123142
"ENSMUSG00000002107:E050"	"ENSMUSG00000002107"	"E050"	10.0544993010395	0.0318920792242214	4.37094032144182	0.0365568135142016	0.0993757057023985	"chr2"	6872356	6872597	242	"-"	23	8	6	20	16	16	11	6	5	6	5	ENSMUST00000183984
"ENSMUSG00000002107:E051"	"ENSMUSG00000002107"	"E051"	0.56839886162278	0.113410421462136	3.29394316021191	0.0695358423247679	0.163634096615001	"chr2"	6884367	6884628	262	"-"	0	0	0	0	1	0	0	2	0	0	1	ENSMUST00000138347
"ENSMUSG00000002107:E052"	"ENSMUSG00000002107"	"E052"	0.876079963749264	0.0867316199897587	1.14858478747695	0.283845599196214	0.458165975157511	"chr2"	6884852	6884892	41	"-"	0	0	0	1	0	1	1	0	1	2	0	c("ENSMUST00000182560", "ENSMUST00000182851", "ENSMUST00000182523", "ENSMUST00000114934", "ENSMUST00000114924", "ENSMUST00000170438", "ENSMUST00000183091")
"ENSMUSG00000002107:E053"	"ENSMUSG00000002107"	"E053"	0.848620265954922	0.0612296546473842	0.613692259930758	0.433400986352834	0.617465863087019	"chr2"	6884893	6884946	54	"-"	0	0	0	1	1	1	1	1	1	1	0	c("ENSMUST00000114934", "ENSMUST00000114924", "ENSMUST00000183091", "ENSMUST00000182851", "ENSMUST00000170438")
"ENSMUSG00000002107:E054"	"ENSMUSG00000002107"	"E054"	0.423157934388576	0.133819133456548	1.72704569196259	0.188788630127619	0.352305298997615	"chr2"	6884947	6884947	1	"-"	0	0	0	0	1	0	0	1	1	0	0	c("ENSMUST00000114934", "ENSMUST00000114924", "ENSMUST00000182851", "ENSMUST00000170438")
"ENSMUSG00000002107:E055"	"ENSMUSG00000002107"	"E055"	0.66668684491681	0.0828551338887932	1.9385897207429	0.16382174186163	0.31499058496159	"chr2"	6884948	6884996	49	"-"	0	1	0	0	1	0	0	1	1	0	1	c("ENSMUST00000114934", "ENSMUST00000114924", "ENSMUST00000170438")
"ENSMUSG00000002107:E056"	"ENSMUSG00000002107"	"E056"	30.8192713350836	0.084706929907914	5.29475863504396	0.0213896950237476	0.0620694831057217	"chr2"	6962379	6962414	36	"-"	44	7	21	12	21	47	11	23	21	26	44	c("ENSMUST00000182706", "ENSMUST00000182404", "ENSMUST00000137733", "ENSMUST00000114923", "ENSMUST00000183209", "ENSMUST00000002176")
"ENSMUSG00000002107:E057"	"ENSMUSG00000002107"	"E057"	4.17241853557767	0.028521434711805	5.64259189815994	0.017529274464597	0.0538399144269766	"chr2"	7077265	7078956	1692	"-"	3	1	6	2	1	2	1	3	4	5	4	ENSMUST00000182749
"ENSMUSG00000002107:E058"	"ENSMUSG00000002107"	"E058"	1.54058193647764	0.0346010860246767	0.760626764152306	0.383132449573052	0.559326076074239	"chr2"	7081039	7081106	68	"-"	1	1	1	2	1	2	1	3	0	0	3	ENSMUST00000182749
"ENSMUSG00000002107:E059"	"ENSMUSG00000002107"	"E059"	81.2089220468217	0.041361307503482	18.6515309474124	1.56921218049336e-05	0.000101676350873063	"chr2"	7081107	7081207	101	"-"	87	15	68	32	49	66	52	75	67	63	114	c("ENSMUST00000182749", "ENSMUST00000183209", "ENSMUST00000182706", "ENSMUST00000114923")
"ENSMUSG00000002107:E060"	"ENSMUSG00000002107"	"E060"	34.0335225735605	0.0137134911639965	14.7443101848039	0.000123118505990596	0.00071018357723844	"chr2"	7081208	7081242	35	"-"	28	11	30	22	23	20	42	35	26	22	45	c("ENSMUST00000182749", "ENSMUST00000183209", "ENSMUST00000182706")
"ENSMUSG00000002107:E061"	"ENSMUSG00000002107"	"E061"	8.89599576380749	0.00855317201928676	4.9017646395794	0.0268292661337772	0.0759894783309977	"chr2"	7081243	7081302	60	"-"	15	9	13	11	7	17	18	8	5	2	6	c("ENSMUST00000182749", "ENSMUST00000183209")
"ENSMUSG00000002107:E062"	"ENSMUSG00000002107"	"E062"	0.544012198577218	0.0520035608478332	6.07988865355028	0.0136729388469488	0.0455443667225828	"chr2"	7081303	7081313	11	"-"	2	1	1	1	0	4	1	0	0	0	0	ENSMUST00000182749
"ENSMUSG00000002107:E063"	"ENSMUSG00000002107"	"E063"	0	NA	NA	NA	NA	"chr2"	7185472	7185510	39	"-"	0	0	0	0	0	0	0	0	0	0	0	c("ENSMUST00000182404", "ENSMUST00000137733", "ENSMUST00000002176")
"ENSMUSG00000002107:E064"	"ENSMUSG00000002107"	"E064"	0	NA	NA	NA	NA	"chr2"	7394076	7394392	317	"-"	0	0	0	0	0	0	0	0	0	0	0	ENSMUST00000182037
"ENSMUSG00000002107:E065"	"ENSMUSG00000002107"	"E065"	0	NA	NA	NA	NA	"chr2"	7395858	7395893	36	"-"	0	0	0	0	0	0	0	0	0	0	0	c("ENSMUST00000182404", "ENSMUST00000137733", "ENSMUST00000182037", "ENSMUST00000002176")
"ENSMUSG00000002107:E066"	"ENSMUSG00000002107"	"E066"	0	NA	NA	NA	NA	"chr2"	7395894	7395922	29	"-"	0	0	0	0	0	0	0	0	0	0	0	c("ENSMUST00000137733", "ENSMUST00000182037", "ENSMUST00000002176")
"ENSMUSG00000002107:E067"	"ENSMUSG00000002107"	"E067"	0	NA	NA	NA	NA	"chr2"	7395923	7396000	78	"-"	0	0	0	0	0	0	0	0	0	0	0	ENSMUST00000002176
"ENSMUSG00000002107:E068"	"ENSMUSG00000002107"	"E068"	0	NA	NA	NA	NA	"chr2"	7396132	7396198	67	"-"	0	0	0	0	0	0	0	0	0	0	0	ENSMUST00000137733
"ENSMUSG00000002107:E069"	"ENSMUSG00000002107"	"E069"	0	NA	NA	NA	NA	"chr2"	7430271	7430403	133	"-"	0	0	0	0	0	0	0	0	0	0	0	ENSMUST00000182037
